pais;iso3;anio;valor_en_porcentaje;anioString;colorPais
Turquía;TUR;2002;11.535796;2002;#720034
Taiwán (China);TWN;2002;11.310214;2002;#720034
Ucrania;UKR;2002;15.876908;2002;#608584
Estados Unidos;USA;2002;12.761002;2002;#608584
Uzbekistán;UZB;2002;2.9276025;2002;#608584
Venezuela;VEN;2002;20.203682;2002;#FF7B03
Vietnam;VNM;2002;20.06266;2002;#FF7B03
Sudáfrica;ZAF;2002;3.5883243;2002;#FF7B03
Australia;AUS;2003;4.0149684;2003;#C43E3E
Austria;AUT;2003;25.140518;2003;#4B4BB0
Azerbaiyán;AZE;2003;5.2657747;2003;#720034
Bélgica;BEL;2003;17.79731;2003;#608584
Bangladesh;BGD;2003;1.3187346;2003;#608584
Bulgaria;BGR;2003;25.226665;2003;#FF7B03
Bielorrusia;BLR;2003;0.03189618;2003;#FF7B03
Canadá;CAN;2003;32.757248;2003;#006CBA
Suiza;CHE;2003;50.1807;2003;#000000
China;CHN;2003;6.063613;2003;#C43E3E
Colombia;COL;2003;32.990623;2003;#C43E3E
República Checa;CZE;2003;15.215675;2003;#4B4BB0
Alemania;DEU;2003;15.095839;2003;#4B4BB0
Dinamarca;DNK;2003;9.462797;2003;#720034
Argelia;DZA;2003;0.228104;2003;#720034
Ecuador;ECU;2003;19.533443;2003;#608584
Egipto;EGY;2003;5.9376993;2003;#608584
España;ESP;2003;19.847246;2003;#FF7B03
Estonia;EST;2003;0.21935792;2003;#FF7B03
Finlandia;FIN;2003;30.723425;2003;#000000
Francia;FRA;2003;44.989544;2003;#000000
Reino Unido;GBR;2003;10.482307;2003;#C43E3E
Grecia;GRC;2003;4.2976427;2003;#C43E3E
Croacia;HRV;2003;14.887468;2003;#4B4BB0
Hungría;HUN;2003;11.136251;2003;#720034
Indonesia;IDN;2003;3.2210941;2003;#720034
India;IND;2003;6.8849573;2003;#608584
Irlanda;IRL;2003;1.8804967;2003;#608584
Irán;IRN;2003;1.6837656;2003;#608584
Israel;ISR;2003;0.10240715;2003;#FF7B03
Italia;ITA;2003;6.33908;2003;#ABBABA
Japón;JPN;2003;15.709221;2003;#ABBABA
Kazajistán;KAZ;2003;5.382556;2003;#006CBA
República de Corea;KOR;2003;15.130413;2003;#006CBA
Lituania;LTU;2003;43.13563;2003;#C43E3E
Luxemburgo;LUX;2003;0.91741097;2003;#C43E3E
Letonia;LVA;2003;16.751476;2003;#4B4BB0
Marruecos;MAR;2003;3.6562476;2003;#4B4BB0
Argentina;ARG;2003;17.408123;2003;#FF7B03
Brasil;BRA;2003;43.201332;2003;#006CBA
Chile;CHL;2003;22.010805;2003;#000000
México;MEX;2003;6.1660333;2003;#4B4BB0
Mundo;OWID_WRL;2003;13.57295;2003;#ABBABA
República del Norte de Macedonia;MKD;2003;12.461908;2003;#720034
Malasia;MYS;2003;2.2531736;2003;#720034
Países Bajos;NLD;2003;2.2253366;2003;#720034
Noruega;NOR;2003;63.815647;2003;#608584
Nueva Zelanda;NZL;2003;34.32088;2003;#608584
Pakistán;PAK;2003;14.280449;2003;#FF7B03
Perú;PER;2003;36.943634;2003;#FF7B03
Filipinas;PHL;2003;16.08986;2003;#006CBA
Polonia;POL;2003;0.67546785;2003;#006CBA
Portugal;PRT;2003;17.057007;2003;#006CBA
Rumania;ROU;2003;11.811016;2003;#000000
Rusia;RUS;2003;11.692557;2003;#000000
Eslovaquia;SVK;2003;27.355179;2003;#C43E3E
Eslovenia;SVN;2003;29.24207;2003;#C43E3E
Suecia;SWE;2003;58.398605;2003;#4B4BB0
Tailandia;THA;2003;2.7227077;2003;#4B4BB0
Turquía;TUR;2003;11.330119;2003;#720034
Taiwán (China);TWN;2003;10.711814;2003;#720034
Ucrania;UKR;2003;15.919685;2003;#608584
Estados Unidos;USA;2003;12.66102;2003;#608584
Uzbekistán;UZB;2003;3.6696591;2003;#608584
Venezuela;VEN;2003;21.840664;2003;#FF7B03
Vietnam;VNM;2003;19.297657;2003;#FF7B03
Sudáfrica;ZAF;2003;3.1434119;2003;#FF7B03
Australia;AUS;2004;4.03656;2004;#C43E3E
Austria;AUT;2004;27.633783;2004;#4B4BB0
Azerbaiyán;AZE;2004;5.1585817;2004;#720034
Bélgica;BEL;2004;17.71652;2004;#608584
Bangladesh;BGD;2004;1.23592;2004;#608584
Bulgaria;BGR;2004;25.518063;2004;#FF7B03
Bielorrusia;BLR;2004;0.034378063;2004;#FF7B03
Canadá;CAN;2004;33.414867;2004;#006CBA
Suiza;CHE;2004;49.39768;2004;#000000
China;CHN;2004;6.3549356;2004;#C43E3E
Colombia;COL;2004;33.021286;2004;#C43E3E
República Checa;CZE;2004;15.398664;2004;#4B4BB0
Alemania;DEU;2004;16.037397;2004;#4B4BB0
Dinamarca;DNK;2004;11.729119;2004;#720034
Argelia;DZA;2004;0.2067869;2004;#720034
Ecuador;ECU;2004;18.734915;2004;#608584
Egipto;EGY;2004;5.6346426;2004;#608584
España;ESP;2004;18.381655;2004;#FF7B03
Estonia;EST;2004;0.28923833;2004;#FF7B03
Finlandia;FIN;2004;35.59304;2004;#000000
Francia;FRA;2004;45.05887;2004;#000000
Reino Unido;GBR;2004;9.826556;2004;#C43E3E
Grecia;GRC;2004;4.2918515;2004;#C43E3E
Croacia;HRV;2004;19.898252;2004;#4B4BB0
Hungría;HUN;2004;12.4149065;2004;#720034
Indonesia;IDN;2004;3.425553;2004;#720034
India;IND;2004;8.812809;2004;#608584
Irlanda;IRL;2004;2.2461925;2004;#608584
Irán;IRN;2004;1.8843321;2004;#608584
Israel;ISR;2004;0.09668598;2004;#FF7B03
Italia;ITA;2004;7.220356;2004;#ABBABA
Japón;JPN;2004;17.92258;2004;#ABBABA
Kazajistán;KAZ;2004;4.701576;2004;#006CBA
República de Corea;KOR;2004;14.757578;2004;#006CBA
Lituania;LTU;2004;41.807003;2004;#C43E3E
Luxemburgo;LUX;2004;1.1120354;2004;#C43E3E
Letonia;LVA;2004;20.242414;2004;#4B4BB0
Marruecos;MAR;2004;3.472617;2004;#4B4BB0
México;MEX;2004;6.472977;2004;#4B4BB0
Argentina;ARG;2004;15.107036;2004;#FF7B03
Brasil;BRA;2004;42.914616;2004;#006CBA
Chile;CHL;2004;19.43779;2004;#000000
República del Norte de Macedonia;MKD;2004;13.524395;2004;#720034
Mundo;OWID_WRL;2004;13.6956;2004;#ABBABA
Malasia;MYS;2004;2.3196447;2004;#720034
Países Bajos;NLD;2004;2.4738512;2004;#720034
Noruega;NOR;2004;64.23718;2004;#608584
Nueva Zelanda;NZL;2004;38.005898;2004;#608584
Pakistán;PAK;2004;13.74815;2004;#FF7B03
Perú;PER;2004;32.471977;2004;#FF7B03
Filipinas;PHL;2004;16.668634;2004;#006CBA
Polonia;POL;2004;0.89124244;2004;#006CBA
Portugal;PRT;2004;12.089571;2004;#006CBA
Rumania;ROU;2004;13.7624235;2004;#000000
Rusia;RUS;2004;12.079561;2004;#000000
Eslovaquia;SVK;2004;27.430254;2004;#C43E3E
Eslovenia;SVN;2004;32.028515;2004;#C43E3E
Suecia;SWE;2004;62.59991;2004;#4B4BB0
Tailandia;THA;2004;2.3133497;2004;#4B4BB0
Turquía;TUR;2004;13.691693;2004;#720034
Taiwán (China);TWN;2004;10.416079;2004;#720034
Ucrania;UKR;2004;17.315285;2004;#608584
Estados Unidos;USA;2004;12.634693;2004;#608584
Uzbekistán;UZB;2004;3.319612;2004;#608584
Venezuela;VEN;2004;23.130436;2004;#FF7B03
Vietnam;VNM;2004;14.763953;2004;#FF7B03
Sudáfrica;ZAF;2004;3.0325518;2004;#FF7B03
Australia;AUS;2005;4.313553;2005;#C43E3E
Austria;AUT;2005;27.928648;2005;#4B4BB0
Azerbaiyán;AZE;2005;5.165004;2005;#720034
Bélgica;BEL;2005;18.162628;2005;#608584
Bangladesh;BGD;2005;1.1360204;2005;#608584
Bulgaria;BGR;2005;26.962809;2005;#FF7B03
Bielorrusia;BLR;2005;0.03728526;2005;#FF7B03
Canadá;CAN;2005;34.886208;2005;#006CBA
Suiza;CHE;2005;46.17685;2005;#000000
China;CHN;2005;6.2482066;2005;#C43E3E
Colombia;COL;2005;34.17347;2005;#C43E3E
República Checa;CZE;2005;14.854158;2005;#4B4BB0
Alemania;DEU;2005;16.513674;2005;#4B4BB0
Dinamarca;DNK;2005;12.804132;2005;#720034
Argelia;DZA;2005;0.43411884;2005;#720034
Ecuador;ECU;2005;16.596605;2005;#608584
Egipto;EGY;2005;5.385707;2005;#608584
España;ESP;2005;15.798362;2005;#FF7B03
Estonia;EST;2005;0.5010246;2005;#FF7B03
Finlandia;FIN;2005;37.553196;2005;#000000
Francia;FRA;2005;44.721863;2005;#000000
Reino Unido;GBR;2005;10.19309;2005;#C43E3E
Grecia;GRC;2005;4.6005774;2005;#C43E3E
Croacia;HRV;2005;18.501064;2005;#4B4BB0
Hungría;HUN;2005;14.263126;2005;#720034
Indonesia;IDN;2005;3.5263474;2005;#720034
India;IND;2005;7.9523745;2005;#608584
Irlanda;IRL;2005;2.8786287;2005;#608584
Irán;IRN;2005;2.1426384;2005;#608584
Israel;ISR;2005;0.11989294;2005;#FF7B03
Italia;ITA;2005;6.4335437;2005;#ABBABA
Japón;JPN;2005;17.646498;2005;#ABBABA
Kazajistán;KAZ;2005;4.432412;2005;#006CBA
República de Corea;KOR;2005;15.80326;2005;#006CBA
Lituania;LTU;2005;31.713646;2005;#C43E3E
Luxemburgo;LUX;2005;1.1679211;2005;#C43E3E
Letonia;LVA;2005;20.919247;2005;#4B4BB0
Marruecos;MAR;2005;2.0785131;2005;#4B4BB0
México;MEX;2005;6.576249;2005;#4B4BB0
República del Norte de Macedonia;MKD;2005;13.081477;2005;#720034
Argentina;ARG;2005;15.17902;2005;#FF7B03
Brasil;BRA;2005;43.563324;2005;#006CBA
Chile;CHL;2005;22.099463;2005;#000000
Malasia;MYS;2005;2.2862406;2005;#720034
Mundo;OWID_WRL;2005;13.530238;2005;#ABBABA
Países Bajos;NLD;2005;3.0655951;2005;#720034
Noruega;NOR;2005;69.73479;2005;#608584
Nueva Zelanda;NZL;2005;34.67214;2005;#608584
Pakistán;PAK;2005;14.676173;2005;#FF7B03
Perú;PER;2005;32.167603;2005;#FF7B03
Filipinas;PHL;2005;16.01381;2005;#006CBA
Polonia;POL;2005;1.135477;2005;#006CBA
Portugal;PRT;2005;8.115613;2005;#006CBA
Rumania;ROU;2005;15.959939;2005;#000000
Rusia;RUS;2005;12.075988;2005;#000000
Eslovaquia;SVK;2005;27.499195;2005;#C43E3E
Eslovenia;SVN;2005;31.024712;2005;#C43E3E
Suecia;SWE;2005;64.02314;2005;#4B4BB0
Tailandia;THA;2005;2.2752101;2005;#4B4BB0
Turquía;TUR;2005;11.418584;2005;#720034
Taiwán (China);TWN;2005;10.548877;2005;#720034
Ucrania;UKR;2005;17.401876;2005;#608584
Estados Unidos;USA;2005;12.624124;2005;#608584
Uzbekistán;UZB;2005;3.4994836;2005;#608584
Venezuela;VEN;2005;24.53366;2005;#FF7B03
Vietnam;VNM;2005;12.846748;2005;#FF7B03
Sudáfrica;ZAF;2005;2.7967079;2005;#FF7B03
Australia;AUS;2006;4.233413;2006;#C43E3E
Austria;AUT;2006;28.57241;2006;#4B4BB0
Azerbaiyán;AZE;2006;4.3662996;2006;#720034
Bélgica;BEL;2006;18.006485;2006;#608584
Bangladesh;BGD;2006;1.0482597;2006;#608584
Bulgaria;BGR;2006;27.137774;2006;#FF7B03
Bielorrusia;BLR;2006;0.036015313;2006;#FF7B03
Canadá;CAN;2006;34.660275;2006;#006CBA
Suiza;CHE;2006;47.44524;2006;#000000
China;CHN;2006;6.227683;2006;#C43E3E
Colombia;COL;2006;32.25097;2006;#C43E3E
República Checa;CZE;2006;15.422816;2006;#4B4BB0
Alemania;DEU;2006;17.274755;2006;#4B4BB0
Dinamarca;DNK;2006;10.851151;2006;#720034
Argelia;DZA;2006;0.16327195;2006;#720034
Ecuador;ECU;2006;16.251612;2006;#608584
Egipto;EGY;2006;5.1723156;2006;#608584
España;ESP;2006;17.445164;2006;#FF7B03
Estonia;EST;2006;0.6115338;2006;#FF7B03
Finlandia;FIN;2006;33.956642;2006;#000000
Francia;FRA;2006;45.27794;2006;#000000
Reino Unido;GBR;2006;9.811752;2006;#C43E3E
Grecia;GRC;2006;5.44987;2006;#C43E3E
Croacia;HRV;2006;17.52409;2006;#4B4BB0
Hungría;HUN;2006;13.761328;2006;#720034
Indonesia;IDN;2006;3.2312758;2006;#720034
India;IND;2006;8.698924;2006;#608584
Irlanda;IRL;2006;3.6557345;2006;#608584
Irán;IRN;2006;2.500738;2006;#608584
Israel;ISR;2006;0.069424756;2006;#FF7B03
Italia;ITA;2006;6.729988;2006;#ABBABA
Japón;JPN;2006;18.606081;2006;#ABBABA
Kazajistán;KAZ;2006;4.047025;2006;#006CBA
República de Corea;KOR;2006;15.658558;2006;#006CBA
Lituania;LTU;2006;28.001547;2006;#C43E3E
Luxemburgo;LUX;2006;1.3908709;2006;#C43E3E
Letonia;LVA;2006;17.916225;2006;#4B4BB0
Marruecos;MAR;2006;2.0145028;2006;#4B4BB0
México;MEX;2006;6.747216;2006;#4B4BB0
República del Norte de Macedonia;MKD;2006;14.140903;2006;#720034
Malasia;MYS;2006;2.3766863;2006;#720034
Argentina;ARG;2006;15.988201;2006;#FF7B03
Países Bajos;NLD;2006;3.1845133;2006;#720034
Brasil;BRA;2006;43.816383;2006;#006CBA
Chile;CHL;2006;22.957874;2006;#000000
Noruega;NOR;2006;66.73926;2006;#608584
Mundo;OWID_WRL;2006;13.542773;2006;#ABBABA
Nueva Zelanda;NZL;2006;34.872375;2006;#608584
Pakistán;PAK;2006;13.648592;2006;#FF7B03
Perú;PER;2006;34.89119;2006;#FF7B03
Filipinas;PHL;2006;18.689098;2006;#006CBA
Polonia;POL;2006;1.2485813;2006;#006CBA
Portugal;PRT;2006;15.572564;2006;#006CBA
Rumania;ROU;2006;14.461167;2006;#000000
Rusia;RUS;2006;11.759963;2006;#000000
Eslovaquia;SVK;2006;28.81902;2006;#C43E3E
Eslovenia;SVN;2006;29.938883;2006;#C43E3E
Suecia;SWE;2006;60.910683;2006;#4B4BB0
Tailandia;THA;2006;2.9773154;2006;#4B4BB0
Turquía;TUR;2006;11.477366;2006;#720034
Taiwán (China);TWN;2006;10.240509;2006;#720034
Ucrania;UKR;2006;17.42883;2006;#608584
Estados Unidos;USA;2006;13.153545;2006;#608584
Uzbekistán;UZB;2006;3.1592808;2006;#608584
Venezuela;VEN;2006;24.401985;2006;#FF7B03
Vietnam;VNM;2006;16.60724;2006;#FF7B03
Sudáfrica;ZAF;2006;2.7958062;2006;#FF7B03
Australia;AUS;2007;3.9767237;2007;#C43E3E
Austria;AUT;2007;30.966675;2007;#4B4BB0
Azerbaiyán;AZE;2007;4.4247346;2007;#720034
Bélgica;BEL;2007;18.555157;2007;#608584
Bangladesh;BGD;2007;1.0219762;2007;#608584
Bulgaria;BGR;2007;20.617973;2007;#FF7B03
Bielorrusia;BLR;2007;0.049694058;2007;#FF7B03
Canadá;CAN;2007;34.127686;2007;#006CBA
Suiza;CHE;2007;51.296776;2007;#000000
China;CHN;2007;6.3915358;2007;#C43E3E
Colombia;COL;2007;32.76647;2007;#C43E3E
República Checa;CZE;2007;15.526436;2007;#4B4BB0
Alemania;DEU;2007;17.447811;2007;#4B4BB0
Dinamarca;DNK;2007;12.715507;2007;#720034
Argelia;DZA;2007;0.15990457;2007;#720034
Ecuador;ECU;2007;19.557274;2007;#608584
Egipto;EGY;2007;5.363156;2007;#608584
España;ESP;2007;17.160597;2007;#FF7B03
Estonia;EST;2007;0.5969034;2007;#FF7B03
Finlandia;FIN;2007;35.57881;2007;#000000
Francia;FRA;2007;45.473843;2007;#000000
Reino Unido;GBR;2007;8.9886055;2007;#C43E3E
Grecia;GRC;2007;3.3446171;2007;#C43E3E
Croacia;HRV;2007;12.393234;2007;#4B4BB0
Hungría;HUN;2007;15.449145;2007;#720034
Indonesia;IDN;2007;3.3789184;2007;#720034
India;IND;2007;8.774956;2007;#608584
Irlanda;IRL;2007;4.1544456;2007;#608584
Irán;IRN;2007;2.2706358;2007;#608584
Islandia;ISL;2007;74.30169;2007;#FF7B03
Israel;ISR;2007;0.06144392;2007;#FF7B03
Italia;ITA;2007;6.431969;2007;#ABBABA
Japón;JPN;2007;17.010036;2007;#ABBABA
Kazajistán;KAZ;2007;3.8181744;2007;#006CBA
República de Corea;KOR;2007;14.604941;2007;#006CBA
Sri Lanka;LKA;2007;16.628572;2007;#C43E3E
Lituania;LTU;2007;29.518768;2007;#C43E3E
Luxemburgo;LUX;2007;2.5581582;2007;#C43E3E
Letonia;LVA;2007;17.48977;2007;#4B4BB0
Marruecos;MAR;2007;2.0458596;2007;#4B4BB0
México;MEX;2007;6.2871985;2007;#4B4BB0
República del Norte de Macedonia;MKD;2007;8.6609;2007;#720034
Malasia;MYS;2007;2.1808863;2007;#720034
Países Bajos;NLD;2007;3.4464781;2007;#720034
Noruega;NOR;2007;69.298515;2007;#608584
Argentina;ARG;2007;12.8868475;2007;#FF7B03
Brasil;BRA;2007;44.66832;2007;#006CBA
Chile;CHL;2007;19.440195;2007;#000000
Nueva Zelanda;NZL;2007;35.47433;2007;#608584
Mundo;OWID_WRL;2007;13.257151;2007;#ABBABA
Pakistán;PAK;2007;13.23358;2007;#FF7B03
Perú;PER;2007;31.920078;2007;#FF7B03
Filipinas;PHL;2007;16.6316;2007;#006CBA
Polonia;POL;2007;1.5623448;2007;#006CBA
Portugal;PRT;2007;16.143673;2007;#006CBA
Rumania;ROU;2007;14.774674;2007;#000000
Rusia;RUS;2007;11.883883;2007;#000000
Eslovaquia;SVK;2007;27.304571;2007;#C43E3E
Eslovenia;SVN;2007;29.463095;2007;#C43E3E
Suecia;SWE;2007;62.57959;2007;#4B4BB0
Tailandia;THA;2007;2.963948;2007;#4B4BB0
Turquía;TUR;2007;8.791742;2007;#720034
Taiwán (China);TWN;2007;10.096925;2007;#720034
Ucrania;UKR;2007;17.356388;2007;#608584
Estados Unidos;USA;2007;12.883631;2007;#608584
Uzbekistán;UZB;2007;3.2355342;2007;#608584
Venezuela;VEN;2007;23.413424;2007;#FF7B03
Vietnam;VNM;2007;17.202272;2007;#FF7B03
Sudáfrica;ZAF;2007;3.014176;2007;#FF7B03
Australia;AUS;2008;3.681326;2008;#C43E3E
Austria;AUT;2008;31.329908;2008;#4B4BB0
Azerbaiyán;AZE;2008;4.1157107;2008;#720034
Bélgica;BEL;2008;17.604237;2008;#608584
Bangladesh;BGD;2008;1.2238175;2008;#608584
Bulgaria;BGR;2008;22.083263;2008;#FF7B03
Bielorrusia;BLR;2008;0.10043772;2008;#FF7B03
Canadá;CAN;2008;35.23629;2008;#006CBA
Suiza;CHE;2008;49.85682;2008;#000000
China;CHN;2008;7.977479;2008;#C43E3E
Colombia;COL;2008;32.606388;2008;#C43E3E
República Checa;CZE;2008;16.336832;2008;#4B4BB0
Alemania;DEU;2008;18.013683;2008;#4B4BB0
Dinamarca;DNK;2008;13.080417;2008;#720034
Argelia;DZA;2008;0.1877543;2008;#720034
Ecuador;ECU;2008;22.617527;2008;#608584
Egipto;EGY;2008;5.4142365;2008;#608584
España;ESP;2008;18.803509;2008;#FF7B03
Estonia;EST;2008;0.9151515;2008;#FF7B03
Finlandia;FIN;2008;39.296864;2008;#000000
Francia;FRA;2008;46.081684;2008;#000000
Reino Unido;GBR;2008;8.440094;2008;#C43E3E
Grecia;GRC;2008;4.1339064;2008;#C43E3E
Hong Kong (China);HKG;2008;0.000801729;2008;#4B4BB0
Croacia;HRV;2008;15.262363;2008;#4B4BB0
Hungría;HUN;2008;16.747751;2008;#720034
Indonesia;IDN;2008;3.5872288;2008;#720034
India;IND;2008;7.9943166;2008;#608584
Irlanda;IRL;2008;5.4890666;2008;#608584
Irán;IRN;2008;0.9233144;2008;#608584
Israel;ISR;2008;0.07045462;2008;#FF7B03
Italia;ITA;2008;8.19532;2008;#ABBABA
Japón;JPN;2008;16.01008;2008;#ABBABA
Kazajistán;KAZ;2008;3.2849114;2008;#006CBA
República de Corea;KOR;2008;15.086928;2008;#006CBA
Lituania;LTU;2008;29.968887;2008;#C43E3E
Luxemburgo;LUX;2008;2.6651092;2008;#C43E3E
Letonia;LVA;2008;19.600128;2008;#4B4BB0
Marruecos;MAR;2008;1.8940095;2008;#4B4BB0
México;MEX;2008;7.4352345;2008;#4B4BB0
República del Norte de Macedonia;MKD;2008;7.4381294;2008;#720034
Malasia;MYS;2008;2.6779194;2008;#720034
Países Bajos;NLD;2008;3.9404101;2008;#720034
Noruega;NOR;2008;70.05707;2008;#608584
Nueva Zelanda;NZL;2008;34.490803;2008;#608584
Argentina;ARG;2008;12.720229;2008;#FF7B03
Brasil;BRA;2008;43.913494;2008;#006CBA
Chile;CHL;2008;21.59478;2008;#000000
Pakistán;PAK;2008;11.200484;2008;#FF7B03
Mundo;OWID_WRL;2008;13.640258;2008;#ABBABA
Perú;PER;2008;28.833765;2008;#FF7B03
Filipinas;PHL;2008;17.639956;2008;#006CBA
Polonia;POL;2008;2.207611;2008;#006CBA
Portugal;PRT;2008;15.146783;2008;#006CBA
Rumania;ROU;2008;17.663965;2008;#000000
Rusia;RUS;2008;11.423729;2008;#000000
Eslovaquia;SVK;2008;27.755741;2008;#C43E3E
Eslovenia;SVN;2008;31.422346;2008;#C43E3E
Suecia;SWE;2008;63.91666;2008;#4B4BB0
Tailandia;THA;2008;3.01866;2008;#4B4BB0
Turquía;TUR;2008;8.226641;2008;#720034
Taiwán (China);TWN;2008;10.37388;2008;#720034
Ucrania;UKR;2008;17.641956;2008;#608584
Estados Unidos;USA;2008;13.670832;2008;#608584
Uzbekistán;UZB;2008;2.328988;2008;#608584
Venezuela;VEN;2008;24.75938;2008;#FF7B03
Vietnam;VNM;2008;16.009518;2008;#FF7B03
Sudáfrica;ZAF;2008;2.7924592;2008;#FF7B03
Australia;AUS;2009;3.9202657;2009;#C43E3E
Austria;AUT;2009;34.31661;2009;#4B4BB0
Azerbaiyán;AZE;2009;4.931007;2009;#720034
Bélgica;BEL;2009;20.233507;2009;#608584
Bangladesh;BGD;2009;0.5128985;2009;#608584
Bulgaria;BGR;2009;25.385088;2009;#FF7B03
Bielorrusia;BLR;2009;0.1969071;2009;#FF7B03
Canadá;CAN;2009;35.659748;2009;#006CBA
Suiza;CHE;2009;49.463707;2009;#000000
China;CHN;2009;7.6267467;2009;#C43E3E
Colombia;COL;2009;29.99507;2009;#C43E3E
República Checa;CZE;2009;18.04391;2009;#4B4BB0
Alemania;DEU;2009;18.247976;2009;#4B4BB0
Dinamarca;DNK;2009;13.767348;2009;#720034
Argelia;DZA;2009;0.21278548;2009;#720034
Ecuador;ECU;2009;18.929247;2009;#608584
Egipto;EGY;2009;4.8005958;2009;#608584
España;ESP;2009;21.155205;2009;#FF7B03
Estonia;EST;2009;2.8210127;2009;#FF7B03
Finlandia;FIN;2009;37.677;2009;#000000
Francia;FRA;2009;45.44017;2009;#000000
Reino Unido;GBR;2009;11.16887;2009;#C43E3E
Grecia;GRC;2009;5.996017;2009;#C43E3E
Hong Kong (China);HKG;2009;0.000993722;2009;#4B4BB0
Croacia;HRV;2009;19.716614;2009;#4B4BB0
Hungría;HUN;2009;19.18269;2009;#720034
Indonesia;IDN;2009;3.6719904;2009;#720034
India;IND;2009;7.2444334;2009;#608584
Irlanda;IRL;2009;7.0551596;2009;#608584
Irán;IRN;2009;0.8159316;2009;#608584
Israel;ISR;2009;0.15350355;2009;#FF7B03
Italia;ITA;2009;10.585501;2009;#ABBABA
Japón;JPN;2009;18.304747;2009;#ABBABA
Kazajistán;KAZ;2009;3.3547347;2009;#006CBA
República de Corea;KOR;2009;14.654907;2009;#006CBA
Lituania;LTU;2009;35.13439;2009;#C43E3E
Luxemburgo;LUX;2009;2.6304793;2009;#C43E3E
Letonia;LVA;2009;22.801994;2009;#4B4BB0
Marruecos;MAR;2009;4.7016606;2009;#4B4BB0
México;MEX;2009;5.961068;2009;#4B4BB0
República del Norte de Macedonia;MKD;2009;11.347282;2009;#720034
Malasia;MYS;2009;2.6289935;2009;#720034
Países Bajos;NLD;2009;4.485137;2009;#720034
Noruega;NOR;2009;67.99751;2009;#608584
Nueva Zelanda;NZL;2009;37.970173;2009;#608584
Pakistán;PAK;2009;11.810103;2009;#FF7B03
Argentina;ARG;2009;14.370073;2009;#FF7B03
Brasil;BRA;2009;46.731262;2009;#006CBA
Chile;CHL;2009;22.96064;2009;#000000
Perú;PER;2009;29.686222;2009;#FF7B03
Mundo;OWID_WRL;2009;13.936393;2009;#ABBABA
Filipinas;PHL;2009;17.198595;2009;#006CBA
Polonia;POL;2009;3.0658216;2009;#006CBA
Portugal;PRT;2009;18.84937;2009;#006CBA
Rumania;ROU;2009;19.42055;2009;#000000
Rusia;RUS;2009;12.31329;2009;#000000
Eslovaquia;SVK;2009;27.373075;2009;#C43E3E
Eslovenia;SVN;2009;34.131214;2009;#C43E3E
Suecia;SWE;2009;63.009052;2009;#4B4BB0
Tailandia;THA;2009;3.1563349;2009;#4B4BB0
Turquía;TUR;2009;8.929815;2009;#720034
Taiwán (China);TWN;2009;10.668283;2009;#720034
Ucrania;UKR;2009;19.249342;2009;#608584
Estados Unidos;USA;2009;14.776139;2009;#608584
Uzbekistán;UZB;2009;3.4478517;2009;#608584
Venezuela;VEN;2009;24.415695;2009;#FF7B03
Vietnam;VNM;2009;17.948017;2009;#FF7B03
Sudáfrica;ZAF;2009;2.7702699;2009;#FF7B03
Australia;AUS;2010;4.312805;2010;#C43E3E
Austria;AUT;2010;31.5994;2010;#4B4BB0
Azerbaiyán;AZE;2010;7.419545;2010;#720034
Bélgica;BEL;2010;19.889294;2010;#608584
Bangladesh;BGD;2010;0.8643462;2010;#608584
Bulgaria;BGR;2010;26.888102;2010;#FF7B03
Bielorrusia;BLR;2010;0.2567777;2010;#FF7B03
Canadá;CAN;2010;34.198296;2010;#006CBA
Suiza;CHE;2010;50.11173;2010;#000000
China;CHN;2010;8.300759;2010;#C43E3E
Colombia;COL;2010;28.606323;2010;#C43E3E
República Checa;CZE;2010;18.406664;2010;#4B4BB0
Alemania;DEU;2010;18.523355;2010;#4B4BB0
Dinamarca;DNK;2010;16.116894;2010;#720034
Argelia;DZA;2010;0.11513415;2010;#720034
Ecuador;ECU;2010;15.955793;2010;#608584
Egipto;EGY;2010;4.4617195;2010;#608584
España;ESP;2010;26.340145;2010;#FF7B03
Estonia;EST;2010;4.5133157;2010;#FF7B03
Finlandia;FIN;2010;36.062664;2010;#000000
Francia;FRA;2010;46.29363;2010;#000000
Reino Unido;GBR;2010;10.340198;2010;#C43E3E
Grecia;GRC;2010;8.131609;2010;#C43E3E
Hong Kong (China);HKG;2010;0.05381598;2010;#4B4BB0
Croacia;HRV;2010;23.851255;2010;#4B4BB0
Hungría;HUN;2010;19.190865;2010;#720034
Indonesia;IDN;2010;4.4025664;2010;#720034
India;IND;2010;7.5939236;2010;#608584
Irlanda;IRL;2010;6.468354;2010;#608584
Irán;IRN;2010;1.1958569;2010;#608584
Israel;ISR;2010;0.22978613;2010;#FF7B03
Italia;ITA;2010;11.430808;2010;#ABBABA
Japón;JPN;2010;18.9045;2010;#ABBABA
Kazajistán;KAZ;2010;3.624057;2010;#006CBA
República de Corea;KOR;2010;13.693108;2010;#006CBA
Lituania;LTU;2010;4.7345157;2010;#C43E3E
Luxemburgo;LUX;2010;2.5002356;2010;#C43E3E
Letonia;LVA;2010;20.99727;2010;#4B4BB0
Marruecos;MAR;2010;5.875152;2010;#4B4BB0
México;MEX;2010;6.7668595;2010;#4B4BB0
República del Norte de Macedonia;MKD;2010;19.774769;2010;#720034
